"No.","Time","Source","Destination","Protocol","Length","Info"
"13420","451.475245","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=15807 Ack=13051 Win=259 Len=35 TSval=121641288 TSecr=37"
"13449","452.479718","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=15842 Ack=13080 Win=259 Len=35 TSval=121641389 TSecr=37"
"13475","453.469910","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=15877 Ack=13109 Win=259 Len=35 TSval=121641488 TSecr=37"
"13508","454.475127","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=15912 Ack=13138 Win=259 Len=35 TSval=121641588 TSecr=37"
"13545","455.664494","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=15947 Ack=13167 Win=258 Len=35 TSval=121641707 TSecr=37"
"13575","456.642432","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=15982 Ack=13196 Win=258 Len=35 TSval=121641805 TSecr=37"
"13596","457.475676","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=16017 Ack=13225 Win=258 Len=35 TSval=121641888 TSecr=37"
"13624","458.475539","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=16052 Ack=13255 Win=258 Len=35 TSval=121641988 TSecr=37"
"13653","459.487898","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=16087 Ack=13284 Win=258 Len=35 TSval=121642089 TSecr=37"
"13681","460.459427","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=16122 Ack=13313 Win=258 Len=35 TSval=121642187 TSecr=37"
"13714","461.474126","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=16157 Ack=13342 Win=258 Len=35 TSval=121642288 TSecr=37"
"13747","462.476682","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=16192 Ack=13371 Win=258 Len=35 TSval=121642388 TSecr=37"
"13776","463.468643","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=16227 Ack=13400 Win=258 Len=35 TSval=121642487 TSecr=37"
"13812","464.641946","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=16262 Ack=13429 Win=257 Len=35 TSval=121642605 TSecr=37"
"13836","465.475463","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=16297 Ack=13458 Win=257 Len=35 TSval=121642688 TSecr=37"
"13871","466.652621","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=16332 Ack=13487 Win=257 Len=35 TSval=121642806 TSecr=37"
"13893","467.481718","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=16367 Ack=13516 Win=257 Len=35 TSval=121642889 TSecr=37"
"13924","468.475099","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=16402 Ack=13545 Win=257 Len=35 TSval=121642988 TSecr=37"
"13958","469.643825","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=16437 Ack=13574 Win=257 Len=35 TSval=121643105 TSecr=37"
"13987","470.640884","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=16472 Ack=13603 Win=257 Len=35 TSval=121643205 TSecr=37"
"14011","471.484888","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=16507 Ack=13632 Win=257 Len=35 TSval=121643289 TSecr=37"
"14037","472.475796","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=16542 Ack=13661 Win=257 Len=35 TSval=121643388 TSecr=37"
"14065","473.478125","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=16577 Ack=13690 Win=256 Len=35 TSval=121643488 TSecr=37"
"14091","474.468351","192.168.16.1","192.168.16.211","TCP","102","15002  >  1028 [PSH, ACK] Seq=16612 Ack=13719 Win=256 Len=36 TSval=121643587 TSecr=37"
"14124","475.648341","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=16648 Ack=13746 Win=256 Len=35 TSval=121643705 TSecr=37"
"14150","476.464920","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=16683 Ack=13775 Win=256 Len=35 TSval=121643787 TSecr=37"
"14179","477.480488","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=16718 Ack=13804 Win=256 Len=35 TSval=121643888 TSecr=37"
"14211","478.473676","192.168.16.1","192.168.16.211","TCP","102","15002  >  1028 [PSH, ACK] Seq=16753 Ack=13833 Win=256 Len=36 TSval=121643988 TSecr=37"
"14238","479.474478","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=16789 Ack=13860 Win=256 Len=35 TSval=121644088 TSecr=37"
"14268","480.477428","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=16824 Ack=13889 Win=256 Len=35 TSval=121644188 TSecr=37"
"14301","481.470634","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=16859 Ack=13918 Win=256 Len=35 TSval=121644287 TSecr=37"
"14332","482.485933","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=16894 Ack=13947 Win=255 Len=35 TSval=121644389 TSecr=37"
"14360","483.487837","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=16929 Ack=13976 Win=255 Len=35 TSval=121644489 TSecr=37"
"14390","484.480166","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=16964 Ack=14005 Win=255 Len=35 TSval=121644588 TSecr=37"
"14425","485.646767","192.168.16.1","192.168.16.211","TCP","102","15002  >  1028 [PSH, ACK] Seq=16999 Ack=14034 Win=255 Len=36 TSval=121644705 TSecr=37"
"14449","486.471758","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=17035 Ack=14061 Win=255 Len=35 TSval=121644788 TSecr=37"
"14479","487.466533","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=17070 Ack=14090 Win=255 Len=35 TSval=121644887 TSecr=37"
"14506","488.467891","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=17105 Ack=14119 Win=255 Len=35 TSval=121644987 TSecr=37"
"14536","489.471633","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=17140 Ack=14148 Win=255 Len=35 TSval=121645087 TSecr=37"
"14568","490.477727","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=17175 Ack=14177 Win=254 Len=35 TSval=121645188 TSecr=37"
"14607","491.652619","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=17210 Ack=14206 Win=254 Len=35 TSval=121645306 TSecr=37"
"14632","492.470330","192.168.16.1","192.168.16.211","TCP","102","15002  >  1028 [PSH, ACK] Seq=17245 Ack=14235 Win=254 Len=36 TSval=121645387 TSecr=37"
"14665","493.472947","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=17281 Ack=14262 Win=254 Len=35 TSval=121645488 TSecr=37"
"14703","494.632602","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=17316 Ack=14291 Win=254 Len=35 TSval=121645603 TSecr=37"
"14729","495.477147","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=17351 Ack=14320 Win=260 Len=35 TSval=121645688 TSecr=37"
"14767","496.643529","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=17386 Ack=14349 Win=260 Len=35 TSval=121645805 TSecr=37"
"14790","497.475959","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=17421 Ack=14378 Win=259 Len=35 TSval=121645888 TSecr=37"
"14825","498.475347","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=17456 Ack=14407 Win=259 Len=35 TSval=121645988 TSecr=37"
"14855","499.484054","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=17491 Ack=14436 Win=259 Len=35 TSval=121646089 TSecr=37"
"14885","500.650803","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=17526 Ack=14465 Win=259 Len=35 TSval=121646205 TSecr=37"
"14912","501.649226","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=17561 Ack=14494 Win=259 Len=35 TSval=121646305 TSecr=37"
"14937","502.468994","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=17596 Ack=14523 Win=259 Len=35 TSval=121646387 TSecr=37"
"14973","503.648947","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=17631 Ack=14552 Win=259 Len=35 TSval=121646505 TSecr=37"
"14995","504.484195","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=17666 Ack=14581 Win=259 Len=35 TSval=121646589 TSecr=37"
"15032","505.649266","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=17701 Ack=14610 Win=259 Len=35 TSval=121646705 TSecr=37"
"15058","506.480415","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=17736 Ack=14639 Win=258 Len=35 TSval=121646788 TSecr=37"
"15100","507.660706","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=17771 Ack=14668 Win=258 Len=35 TSval=121646906 TSecr=37"
"15126","508.477707","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=17806 Ack=14697 Win=258 Len=35 TSval=121646988 TSecr=37"
"15157","509.476994","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=17841 Ack=14726 Win=258 Len=35 TSval=121647088 TSecr=37"
"15191","510.472283","192.168.16.1","192.168.16.211","TCP","102","15002  >  1028 [PSH, ACK] Seq=17876 Ack=14755 Win=258 Len=36 TSval=121647187 TSecr=37"
"15230","511.653417","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=17912 Ack=14782 Win=258 Len=35 TSval=121647305 TSecr=37"
"15255","512.477970","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=17947 Ack=14811 Win=258 Len=35 TSval=121647388 TSecr=37"
"15283","513.470391","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=17982 Ack=14840 Win=258 Len=35 TSval=121647487 TSecr=37"
"15311","514.476768","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=18017 Ack=14869 Win=258 Len=35 TSval=121647588 TSecr=37"
"15346","515.660119","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=18052 Ack=14898 Win=257 Len=35 TSval=121647706 TSecr=37"
"15373","516.478756","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=18087 Ack=14927 Win=257 Len=35 TSval=121647788 TSecr=37"
"15403","517.481813","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=18122 Ack=14956 Win=257 Len=35 TSval=121647888 TSecr=37"
"15431","518.482081","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=18157 Ack=14985 Win=257 Len=35 TSval=121647988 TSecr=37"
"15465","519.648583","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=18192 Ack=15014 Win=257 Len=35 TSval=121648105 TSecr=37"
"15492","520.471719","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=18227 Ack=15043 Win=257 Len=35 TSval=121648187 TSecr=37"
"15526","521.664120","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=18262 Ack=15072 Win=257 Len=35 TSval=121648306 TSecr=37"
"15550","522.474417","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=18297 Ack=15101 Win=257 Len=35 TSval=121648387 TSecr=37"
"15581","523.649519","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=18332 Ack=15130 Win=257 Len=35 TSval=121648505 TSecr=37"
"15607","524.635558","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=18367 Ack=15159 Win=256 Len=35 TSval=121648603 TSecr=37"
"15638","525.657309","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=18402 Ack=15188 Win=256 Len=35 TSval=121648706 TSecr=37"
"15665","526.661763","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=18437 Ack=15217 Win=256 Len=35 TSval=121648806 TSecr=37"
"15691","527.485366","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=18472 Ack=15246 Win=256 Len=35 TSval=121648888 TSecr=37"
"15727","528.647993","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=18507 Ack=15275 Win=256 Len=35 TSval=121649005 TSecr=37"
"15755","529.483371","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=18542 Ack=15304 Win=256 Len=35 TSval=121649088 TSecr=37"
"15784","530.477714","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=18577 Ack=15333 Win=256 Len=35 TSval=121649188 TSecr=37"
"15813","531.469805","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=18612 Ack=15362 Win=256 Len=35 TSval=121649287 TSecr=37"
"15845","532.472201","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=18647 Ack=15391 Win=256 Len=35 TSval=121649387 TSecr=37"
"15875","533.484456","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=18682 Ack=15420 Win=255 Len=35 TSval=121649488 TSecr=37"
"15904","534.476481","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=18717 Ack=15449 Win=255 Len=35 TSval=121649587 TSecr=37"
"15931","535.482916","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=18752 Ack=15478 Win=255 Len=35 TSval=121649688 TSecr=37"
"15960","536.475826","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=18787 Ack=15507 Win=255 Len=35 TSval=121649787 TSecr=37"
"15990","537.476798","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=18822 Ack=15536 Win=255 Len=35 TSval=121649887 TSecr=37"
"16018","538.471694","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=18857 Ack=15565 Win=255 Len=35 TSval=121649987 TSecr=37"
"16055","539.664935","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=18892 Ack=15594 Win=255 Len=35 TSval=121650106 TSecr=37"
"16085","540.665561","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=18927 Ack=15623 Win=255 Len=35 TSval=121650206 TSecr=37"
"16109","541.479741","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=18962 Ack=15652 Win=254 Len=35 TSval=121650288 TSecr=37"
"16141","542.483069","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=18997 Ack=15681 Win=254 Len=35 TSval=121650388 TSecr=37"
"16172","543.473325","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=19032 Ack=15710 Win=254 Len=35 TSval=121650487 TSecr=37"
"16206","544.660255","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=19067 Ack=15739 Win=254 Len=35 TSval=121650606 TSecr=37"
"16232","545.475858","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=19102 Ack=15769 Win=260 Len=35 TSval=121650687 TSecr=37"
"16260","546.482254","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=19137 Ack=15798 Win=260 Len=35 TSval=121650788 TSecr=37"
"16293","547.660271","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=19172 Ack=15827 Win=259 Len=35 TSval=121650906 TSecr=37"
"16315","548.478767","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=19207 Ack=15856 Win=259 Len=35 TSval=121650988 TSecr=37"
"16347","549.655661","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=19242 Ack=15885 Win=259 Len=35 TSval=121651105 TSecr=37"
"16374","550.479574","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=19277 Ack=15914 Win=259 Len=35 TSval=121651188 TSecr=37"
"16404","551.486906","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=19312 Ack=15943 Win=259 Len=35 TSval=121651288 TSecr=37"
"16439","552.653731","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=19347 Ack=15972 Win=259 Len=35 TSval=121651405 TSecr=37"
"16462","553.472446","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=19382 Ack=16001 Win=259 Len=35 TSval=121651487 TSecr=37"
"16490","554.473477","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=19417 Ack=16030 Win=259 Len=35 TSval=121651587 TSecr=37"
"16525","555.652901","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=19452 Ack=16059 Win=259 Len=35 TSval=121651705 TSecr=37"
"16558","556.651625","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=19487 Ack=16088 Win=258 Len=35 TSval=121651805 TSecr=37"
"16588","557.656139","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=19522 Ack=16117 Win=258 Len=35 TSval=121651905 TSecr=37"
"16613","558.476706","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=19557 Ack=16146 Win=258 Len=35 TSval=121651987 TSecr=37"
"16645","559.480329","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=19592 Ack=16175 Win=258 Len=35 TSval=121652088 TSecr=37"
"16680","560.658610","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=19627 Ack=16204 Win=258 Len=35 TSval=121652205 TSecr=37"
"16706","561.480763","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=19662 Ack=16233 Win=258 Len=35 TSval=121652288 TSecr=37"
"16736","562.473741","192.168.16.1","192.168.16.211","TCP","102","15002  >  1028 [PSH, ACK] Seq=19697 Ack=16262 Win=258 Len=36 TSval=121652387 TSecr=37"
"16766","563.480068","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=19733 Ack=16289 Win=258 Len=35 TSval=121652487 TSecr=37"
"16798","564.473966","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=19768 Ack=16318 Win=258 Len=35 TSval=121652587 TSecr=37"
"16826","565.476295","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=19803 Ack=16347 Win=257 Len=35 TSval=121652687 TSecr=37"
"16865","566.657801","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=19838 Ack=16376 Win=257 Len=35 TSval=121652805 TSecr=37"
"16889","567.491529","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=19873 Ack=16405 Win=257 Len=35 TSval=121652889 TSecr=37"
"16922","568.660904","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=19908 Ack=16434 Win=257 Len=35 TSval=121653006 TSecr=37"
"16948","569.478392","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=19943 Ack=16463 Win=257 Len=35 TSval=121653087 TSecr=37"
"16977","570.479491","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=19978 Ack=16492 Win=257 Len=35 TSval=121653187 TSecr=37"
"17007","571.471618","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=20013 Ack=16521 Win=257 Len=35 TSval=121653287 TSecr=37"
"17040","572.480559","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=20048 Ack=16550 Win=257 Len=35 TSval=121653387 TSecr=37"
"17070","573.487323","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=20083 Ack=16579 Win=257 Len=35 TSval=121653488 TSecr=37"
"17102","574.655166","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=20118 Ack=16608 Win=256 Len=35 TSval=121653605 TSecr=37"
"17128","575.472642","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=20153 Ack=16637 Win=256 Len=35 TSval=121653687 TSecr=37"
"17157","576.479728","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=20188 Ack=16666 Win=256 Len=35 TSval=121653787 TSecr=37"
"17191","577.656648","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=20223 Ack=16695 Win=256 Len=35 TSval=121653905 TSecr=37"
"17215","578.479535","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=20258 Ack=16724 Win=256 Len=35 TSval=121653987 TSecr=37"
"17246","579.657272","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=20293 Ack=16753 Win=256 Len=35 TSval=121654105 TSecr=37"
"17277","580.645006","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=20328 Ack=16782 Win=256 Len=35 TSval=121654204 TSecr=37"
"17304","581.480695","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=20363 Ack=16811 Win=256 Len=35 TSval=121654287 TSecr=37"
"17338","582.483626","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=20398 Ack=16840 Win=256 Len=35 TSval=121654388 TSecr=37"
"17373","583.474634","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=20433 Ack=16869 Win=255 Len=35 TSval=121654487 TSecr=37"
"17403","584.488555","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=20468 Ack=16898 Win=255 Len=35 TSval=121654588 TSecr=37"
"17433","585.479268","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=20503 Ack=16927 Win=255 Len=35 TSval=121654687 TSecr=37"
"17467","586.479772","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=20538 Ack=16956 Win=255 Len=35 TSval=121654787 TSecr=37"
"17499","587.638465","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=20573 Ack=16985 Win=255 Len=35 TSval=121654903 TSecr=37"
"17523","588.488739","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=20608 Ack=17014 Win=255 Len=35 TSval=121654988 TSecr=37"
"17554","589.478547","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=20643 Ack=17043 Win=255 Len=35 TSval=121655087 TSecr=37"
"17586","590.479793","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=20678 Ack=17072 Win=255 Len=35 TSval=121655187 TSecr=37"
"17617","591.492098","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=20713 Ack=17101 Win=254 Len=35 TSval=121655288 TSecr=37"
"17648","592.483390","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=20748 Ack=17130 Win=254 Len=35 TSval=121655388 TSecr=37"
"17682","593.654642","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=20783 Ack=17159 Win=254 Len=35 TSval=121655505 TSecr=37"
"17707","594.477094","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=20818 Ack=17188 Win=254 Len=35 TSval=121655587 TSecr=37"
"17735","595.484888","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=20853 Ack=17217 Win=260 Len=35 TSval=121655688 TSecr=37"
"17761","596.477271","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=20888 Ack=17246 Win=260 Len=35 TSval=121655787 TSecr=37"
"17791","597.656839","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=20923 Ack=17275 Win=259 Len=35 TSval=121655905 TSecr=37"
"17815","598.472102","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=20958 Ack=17304 Win=259 Len=35 TSval=121655986 TSecr=37"
"17843","599.484001","192.168.16.1","192.168.16.211","TCP","101","15002  >  1028 [PSH, ACK] Seq=20993 Ack=17333 Win=259 Len=35 TSval=121656087 TSecr=37"
